company_id,company_name,city,latitude,longitude,size_category,revenue,gross_margin,operating_expenses,profit,profit_margin,num_projects,leads_count,conversion_rate,founded_year,employees
CONST_1095,ReliableSmith & Sons Constructors,San Francisco,37.80707635594639,-122.48343882297172,Small,1286218.37,0.3306,136184.19,289017.19,0.2247,7,12,0.2814,1959,4
CONST_1096,AdvancedSmith & Associates Constructors,Boston,42.37851681066438,-71.15778148403969,Medium,49161174.38,0.1972,6158823.01,3535286.55,0.0719,5,39,0.2367,1951,131
CONST_1097,Innovative Works Enterprises,New York,40.57389162438203,-74.14198560244719,Small,7563267.76,0.1571,1170601.01,17907.45,0.0024,7,25,0.2216,1966,20
CONST_1098,ABC Works,Los Angeles,34.0588141115149,-118.1719887468372,Small,6586374.04,0.1658,1149998.68,-57679.45,-0.0088,17,7,0.2683,2000,25
CONST_1099,United Constructors Associates,New York,40.785566449394594,-74.13104741436035,Medium,37868544.01,0.3375,4726609.51,8052809.0,0.2127,10,44,0.3571,1994,176
CONST_1100,EliteSmith & Associates Constructors,New York,40.615024559895794,-73.96758241186623,Small,5934987.99,0.1686,929565.45,70968.66,0.012,2,48,0.298,2011,29
CONST_1101,United Infrastructure Enterprises,Seattle,47.705641442009025,-122.24073776081579,Small,6974438.15,0.2547,1556357.65,219694.25,0.0315,5,10,0.1454,1987,31
CONST_1102,Brown Construction,Boston,42.381406522097876,-71.10001733955532,Medium,39360170.18,0.2071,5693479.98,2457678.43,0.0624,7,12,0.3004,1956,136
CONST_1103,Jones Works,Boston,42.46844413033479,-71.05265682966726,Small,8633226.6,0.2467,1941685.74,188143.48,0.0218,8,186,0.3868,1950,22
CONST_1104,Smith & Associates Infrastructure,Seattle,47.629663799594134,-122.41800773163652,Small,2233564.26,0.2646,253954.35,336936.53,0.1509,7,33,0.2062,2008,11
CONST_1105,Brown Builders,Miami,25.79268599443677,-80.14081044407479,Small,9656116.73,0.1975,1333769.09,573515.77,0.0594,10,42,0.2267,1991,43
CONST_1106,Innovative Constructors,Dallas,32.597107030169596,-96.77692148296083,Large,305871896.11,0.3061,67036775.08,26580717.22,0.0869,3,22,0.2899,2015,1343
CONST_1107,ABC Builders,Seattle,47.68214421738226,-122.41672770588757,Small,2232112.65,0.2072,308039.16,154382.33,0.0692,22,16,0.303,1968,7
CONST_1108,Advanced Building LLC,San Francisco,37.76515641239988,-122.40451133960462,Small,3616343.7,0.2587,511153.21,424558.9,0.1174,3,27,0.254,1985,11
CONST_1109,Quality Works Group,San Francisco,37.79837483784082,-122.44465441222151,Medium,25447477.76,0.1622,3973951.33,154545.07,0.0061,7,17,0.2027,1976,73
CONST_1110,AdvancedSmith & Associates Constructors,Phoenix,33.43826236809254,-112.06568741821208,Small,4341402.32,0.1795,763499.92,15609.31,0.0036,7,49,0.265,2020,20
CONST_1111,StrategicSmith & Associates Construction,Los Angeles,34.16460958947016,-118.27321528510303,Small,1356138.66,0.343,263218.3,201936.73,0.1489,6,5,0.4763,2020,5
CONST_1112,Williams Construction,Seattle,47.75906344158295,-122.26789549081064,Small,7478546.15,0.2351,1098495.29,659762.21,0.0882,9,20,0.3125,1957,31
CONST_1113,Brown Properties,Chicago,41.80655744794233,-87.63982158830184,Small,3974029.28,0.2449,438743.76,534532.91,0.1345,6,12,0.2356,1984,10
CONST_1114,Williams Builders,Houston,29.715903538317413,-95.39944258720256,Small,6563803.09,0.3256,1099391.52,1038020.44,0.1581,4,11,0.3186,2004,31
CONST_1115,Modern Building Partners,Chicago,41.98335796371056,-87.60952683117604,Small,9309032.91,0.2693,2287672.41,219026.42,0.0235,4,21,0.2713,1964,42
CONST_1116,Brown Development,Los Angeles,34.18696780855126,-118.12427175366382,Small,2517037.05,0.1736,525483.46,-88477.12,-0.0352,27,12,0.1496,1988,7
CONST_1117,Williams Constructors,Seattle,47.54417878655066,-122.51647529587926,Medium,48620432.98,0.1861,9198153.75,-148493.5,-0.0031,4,54,0.2313,1959,175
CONST_1118,ABC Construction,Los Angeles,34.131182607041765,-118.31850094866006,Medium,17088895.33,0.2085,3122151.97,440361.24,0.0258,3,45,0.3112,1976,72
CONST_1119,ABC Works,Chicago,41.80684009180882,-87.66151898691488,Large,371764328.7,0.2999,61488106.1,49995328.27,0.1345,5,18,0.1174,2021,1284
CONST_1120,Quality Builders,Miami,25.47837100742513,-80.09639023396241,Medium,19739810.37,0.3266,3635230.38,2812486.41,0.1425,8,26,0.2665,1993,61
CONST_1121,Smith & Sons Works,Miami,25.542335207374112,-80.21586590214298,Small,1465327.0,0.3035,224017.83,220736.79,0.1506,11,23,0.1884,1967,4
CONST_1122,Innovative Works Enterprises,Chicago,41.68376906236195,-87.66517907311423,Medium,26058040.3,0.227,2619676.0,3296150.97,0.1265,7,53,0.2052,1959,109
CONST_1123,ABC Builders,Los Angeles,33.98257139170881,-118.31529071055243,Small,7461374.72,0.1935,1041683.05,401978.01,0.0539,9,34,0.3309,2022,25
CONST_1124,AdvancedSmith & Sons Properties,San Francisco,37.67169426866126,-122.3288807432628,Medium,35358936.34,0.1729,7678421.73,-1563816.41,-0.0442,14,14,0.2241,1954,112
CONST_1125,Professional Constructors,Houston,29.685309963404418,-95.43453206015015,Small,9262689.06,0.1882,2030776.4,-287199.23,-0.031,5,9,0.3382,1965,40
CONST_1126,ABC Builders,Chicago,41.656101091244366,-87.70679620775046,Small,1476602.2,0.269,179837.48,217371.0,0.1472,10,13,0.2444,2017,4
CONST_1127,Professional Works Group,Los Angeles,33.87439750341589,-118.14155418959847,Small,9836272.2,0.2259,1925881.21,296316.9,0.0301,11,32,0.4024,1957,36
CONST_1128,ProfessionalSmith & Sons Properties,Boston,42.3574585000913,-71.2966569829927,Small,3070489.31,0.1653,730731.03,-223136.99,-0.0727,10,95,0.3259,1995,15
CONST_1129,Elite Development Enterprises,Seattle,47.51815926974136,-122.37419858680131,Small,1237048.32,0.348,175451.34,255022.46,0.2062,7,19,0.2251,2005,3
CONST_1130,InnovativeSmith & Sons Development,San Francisco,37.98042209685164,-122.34996668263159,Medium,29181457.8,0.2463,4312967.32,2874024.22,0.0985,12,4,0.1368,2007,110
CONST_1131,Reliable Construction Partners,New York,40.69150434389255,-74.1099524675721,Small,9519685.71,0.2282,1044652.27,1128174.53,0.1185,6,30,0.0843,1968,23
CONST_1132,Jones Works,Boston,42.285730008309486,-71.17089468618263,Small,1925329.48,0.2125,448289.32,-39129.96,-0.0203,7,12,0.1253,1964,5
CONST_1133,Smith & Associates Infrastructure,Chicago,41.79746462223082,-87.51139309415562,Small,8810492.47,0.2103,1481144.41,371779.71,0.0422,7,2,0.377,2007,22
CONST_1134,ABC Infrastructure,New York,40.709268314040514,-74.09586224302508,Small,6486047.4,0.2863,1140449.88,716811.57,0.1105,9,12,0.208,1962,30
CONST_1135,Professional Works LLC,Phoenix,33.46540102189802,-111.94912220831739,Small,4540153.84,0.2899,486721.78,829638.09,0.1827,4,13,0.2547,2011,11
CONST_1136,Williams Constructors,Los Angeles,34.14504373909475,-118.2136452551599,Medium,15534834.47,0.32,3763384.48,1208023.6,0.0778,2,25,0.4211,1954,56
CONST_1137,Brown Development,Phoenix,33.61914659125036,-111.82237455811732,Medium,31160853.62,0.2264,5222603.88,1832889.38,0.0588,10,27,0.2163,2009,82
CONST_1138,Professional Construction,Dallas,32.68392857077156,-96.77772012074936,Medium,41236610.09,0.3354,10246895.25,3585379.37,0.0869,15,17,0.2647,1965,119
CONST_1139,Quality Works LLC,Miami,25.899943334090544,-80.32623460048306,Small,3387916.63,0.2805,622874.01,327314.1,0.0966,11,12,0.2134,1975,12
CONST_1140,Strategic Builders Group,Boston,42.282677805784516,-71.01380708804545,Medium,42558191.35,0.3197,5336047.53,8271405.81,0.1944,5,34,0.154,1984,203
CONST_1141,Modern Construction Inc,New York,40.60198780358908,-74.1944216268522,Small,7808354.64,0.2238,1618482.9,128893.15,0.0165,10,21,0.2817,1974,23
CONST_1142,ABC Builders,Miami,25.442137591151,-80.21796635842308,Small,6706792.52,0.3248,1421477.35,756888.09,0.1129,5,88,0.2142,1968,26
CONST_1143,Williams Builders,Seattle,47.516052021114156,-122.20210810219382,Small,4104658.76,0.171,1000489.12,-298753.38,-0.0728,9,6,0.1884,1987,14
CONST_1144,ABC Builders,Houston,29.733869733514894,-95.34041583538162,Small,2793037.98,0.3315,319716.31,606159.6,0.217,7,44,0.2522,2014,7
CONST_1145,InnovativeSmith & Sons Building,Chicago,41.93509608325877,-87.63156386598112,Small,6309308.6,0.3241,834230.09,1210744.07,0.1919,3,17,0.3306,1989,17
CONST_1146,Professional Constructors,San Francisco,37.789705741389085,-122.48371504101226,Small,3591000.36,0.3312,552923.58,636429.71,0.1772,8,15,0.2997,1959,12
CONST_1147,Johnson Development,New York,40.58735069474628,-73.9640610958471,Large,203890545.2,0.1806,38200828.69,-1386870.81,-0.0068,10,14,0.0897,1960,808
CONST_1148,ABC Constructors,Phoenix,33.411056347559914,-112.16006534781467,Small,2232275.98,0.3086,369160.49,319632.16,0.1432,13,20,0.1404,1982,9
CONST_1149,ABC Building,Miami,25.56421049689306,-80.24972779729463,Small,6922833.05,0.2365,1397838.38,239697.48,0.0346,5,6,0.169,1977,20
CONST_1150,Johnson Properties,Miami,25.652771024420936,-80.29889565231571,Small,5881975.38,0.3484,1343569.87,705992.29,0.12,2,14,0.4621,1962,16
CONST_1151,ABC Builders,Los Angeles,34.03225087885436,-118.20936360987034,Medium,32655987.79,0.306,5677546.16,4315668.99,0.1322,6,10,0.1202,1955,161
CONST_1152,Premier Works Inc,Seattle,47.574804781308416,-122.336716194397,Small,7685350.22,0.1656,1422565.93,-149898.32,-0.0195,4,10,0.313,1956,32
CONST_1153,Modern Building,Chicago,41.95631988212373,-87.61368811112291,Large,107421038.74,0.185,13436767.88,6437798.88,0.0599,8,6,0.3452,1989,340
CONST_1154,ABC Constructors,Miami,25.754571725985254,-80.15497901142253,Small,2452360.34,0.2843,542796.6,154355.99,0.0629,20,12,0.1638,1967,9
CONST_1155,Professional Works,Phoenix,33.31246748288085,-112.22157897829359,Medium,16934440.5,0.331,4113197.99,1492033.51,0.0881,6,63,0.1451,1965,49
CONST_1156,Miller Constructors,Phoenix,33.232294400265076,-112.11611027721618,Medium,10383307.51,0.3433,1570079.01,1994342.9,0.1921,12,14,0.1247,2001,26
CONST_1157,Elite Building,Phoenix,33.495157491248214,-112.00616947459453,Medium,44168669.67,0.3497,5627084.06,9816890.34,0.2223,8,74,0.3917,1959,172
CONST_1158,ABC Properties,Chicago,42.0408442953165,-87.89779844859645,Medium,33143016.46,0.1975,4617675.05,1927916.22,0.0582,6,37,0.2412,2019,86
CONST_1159,Elite Works,Los Angeles,34.10607771269189,-118.22224629771635,Medium,22964850.89,0.1675,4419746.4,-572510.07,-0.0249,3,21,0.2226,2000,108
CONST_1160,Elite Constructors Inc,Boston,42.230459169590965,-71.07526458388149,Small,9128860.01,0.1542,1562835.49,-155196.32,-0.017,10,72,0.0973,1989,33
CONST_1161,Williams Constructors,New York,40.7316612341975,-73.99669332237184,Medium,20770412.66,0.3264,2248265.93,4531422.77,0.2182,10,8,0.3088,1975,67
CONST_1162,AdvancedSmith & Associates Works,New York,40.681542257460535,-73.90484546391454,Small,1524378.82,0.285,327765.2,106699.48,0.07,11,25,0.1798,1966,3
CONST_1163,Johnson Infrastructure,Los Angeles,34.01580593566526,-118.15485896343164,Small,9686372.97,0.2702,2150258.31,467382.87,0.0483,19,9,0.3645,1956,39
CONST_1164,Williams Construction,San Francisco,37.70231775703987,-122.4527248982321,Small,5425966.57,0.2437,605873.28,716582.4,0.1321,5,10,0.3386,1999,25
CONST_1165,Johnson Development,Chicago,41.78931645511715,-87.65831346153345,Small,6913411.81,0.1771,1203540.83,20839.07,0.003,6,17,0.1319,2018,21
CONST_1166,Professional Builders LLC,Phoenix,33.35652245097887,-112.18792861592102,Medium,39027673.96,0.2884,8712185.87,2543634.89,0.0652,17,71,0.2655,2023,139
CONST_1167,ABC Builders,Phoenix,33.32215475983353,-112.01400177974244,Small,6665179.69,0.251,1203116.88,469680.8,0.0705,6,13,0.1966,2019,19
CONST_1168,Miller Development,Boston,42.38010971184241,-71.10491431706967,Medium,36650521.05,0.203,5908751.93,1529644.78,0.0417,7,44,0.3139,1979,126
CONST_1169,ABC Properties,San Francisco,37.799398771517254,-122.37134997668643,Small,8601007.38,0.2848,1955772.7,493761.99,0.0574,9,12,0.2855,1959,37
CONST_1170,Quality Works Associates,Boston,42.45488207764125,-70.96030741829122,Small,2737991.91,0.194,651934.95,-120766.08,-0.0441,11,13,0.2599,1989,7
CONST_1171,United Building,Chicago,41.815134410166024,-87.66759897459852,Medium,25217778.07,0.1613,5085191.84,-1017490.47,-0.0403,2,30,0.4017,1962,90
CONST_1172,Smith & Sons Construction,Houston,29.664859813489347,-95.429234873279,Medium,49240094.0,0.2276,11165919.98,39372.57,0.0008,1,9,0.1315,2009,135
CONST_1173,Smith & Associates Building,Chicago,41.78696465985302,-87.63794127469117,Small,5552241.61,0.3001,716128.23,950116.05,0.1711,11,14,0.2503,1972,23
CONST_1174,ABC Properties,New York,40.8205307289625,-74.28751236899059,Medium,49797999.44,0.2435,10385467.66,1738937.76,0.0349,6,22,0.0554,1979,131
CONST_1175,Reliable Constructors,Miami,25.79785990341455,-80.20655381881002,Small,3783768.99,0.2954,551311.98,566228.77,0.1496,5,10,0.2798,1972,14
CONST_1176,ABC Properties,Boston,42.44528834093771,-71.02236299455659,Small,9334384.72,0.1711,1005968.09,591049.25,0.0633,10,58,0.1987,1988,23
CONST_1177,Advanced Construction,Los Angeles,34.02932039814821,-118.26660567221417,Small,2824922.88,0.2086,576381.36,12791.82,0.0045,9,57,0.172,2016,9
CONST_1178,Strategic Building,Phoenix,33.41450914543242,-111.85147893356131,Small,2146987.5,0.2429,267643.24,253788.17,0.1182,5,9,0.15,1990,8
CONST_1179,ABC Construction,Chicago,41.82555466737615,-87.71463665364232,Small,7493225.84,0.2601,1632920.5,315822.51,0.0421,5,21,0.1536,2000,22
CONST_1180,Smith & Associates Infrastructure,San Francisco,37.61795275469482,-122.33231824481365,Medium,44104897.5,0.1844,7627626.05,506795.85,0.0115,10,12,0.2299,1953,174
CONST_1181,Strategic Builders,Miami,25.818712994551785,-80.19330538710017,Small,1129161.79,0.3262,172808.02,195526.74,0.1732,7,29,0.1677,1992,4
CONST_1182,Quality Construction,Los Angeles,34.12694363405398,-118.14936971329811,Small,9605798.83,0.2946,2154027.93,675560.26,0.0703,4,19,0.3137,1973,44
CONST_1183,Strategic Building Inc,Los Angeles,34.22343926183484,-118.33243013670362,Large,296842546.43,0.3076,58998514.0,32300349.91,0.1088,7,9,0.2192,1965,960
CONST_1184,Smith & Sons Properties,Chicago,41.935556171753674,-87.62636370087283,Medium,19774619.65,0.298,4797254.86,1094663.42,0.0554,4,17,0.2415,1954,68
CONST_1185,Brown Properties,Los Angeles,34.09199903585471,-118.19906257552415,Small,5149479.97,0.3169,1024344.61,607599.71,0.118,5,9,0.2962,1959,13
CONST_1186,ProfessionalSmith & Sons Constructors,Phoenix,33.551316082746965,-112.14578699479519,Small,7651925.72,0.2097,1279552.18,324957.07,0.0425,6,56,0.1579,1978,30
CONST_1187,Strategic Development,Miami,25.83370342615012,-80.10887078886581,Medium,41190442.21,0.1978,5706743.33,2441022.24,0.0593,3,42,0.3601,2012,158
CONST_1188,Premier Properties,Los Angeles,33.85702573909895,-118.15216796432267,Large,141363349.35,0.1722,30057324.73,-5716485.77,-0.0404,9,29,0.1984,1989,374
CONST_1189,ABC Construction,New York,40.818522374176865,-74.00471856954336,Medium,47061821.66,0.1626,9137690.91,-1484213.59,-0.0315,4,11,0.2762,1991,143
CONST_1190,Premier Building Solutions,Dallas,32.652501464005184,-96.62218195419307,Large,143150374.2,0.3478,32157790.58,17631033.06,0.1232,11,14,0.2538,1981,402
CONST_1191,EliteSmith & Associates Works,Chicago,41.93359671649986,-87.44136831560235,Small,5493550.61,0.2124,1308723.22,-141894.6,-0.0258,8,10,0.2425,1993,14
CONST_1192,ABC Works,Los Angeles,34.160151794204836,-118.32154709136738,Small,6841857.46,0.2114,1065915.17,380784.99,0.0557,8,16,0.3906,2007,31
CONST_1193,Miller Construction,New York,40.65817716312825,-74.17420672836978,Small,7179228.35,0.1941,1142337.33,250893.92,0.0349,14,10,0.1831,2012,33
CONST_1194,Professional Infrastructure,Dallas,32.86256029566245,-96.74210956660205,Small,8586141.03,0.204,1843696.04,-91771.64,-0.0107,4,16,0.4233,1983,37
CONST_1195,Smith & Sons Construction,New York,40.71872631622901,-74.06171298885984,Small,6973419.27,0.1625,1608557.36,-475468.38,-0.0682,5,15,0.4068,2021,27
CONST_1196,ABC Construction,Dallas,32.74661858696251,-96.75794268611867,Small,9282957.19,0.3439,1325414.71,1867290.85,0.2012,5,22,0.3355,2001,29
CONST_1197,Premier Works Corp,Los Angeles,34.09717022828958,-118.45701844276282,Small,9916260.09,0.3264,2106589.9,1129861.15,0.1139,21,13,0.134,1962,39
CONST_1198,Innovative Construction Partners,Phoenix,33.436122047272065,-112.05782197553123,Small,5733613.89,0.163,916802.71,17821.42,0.0031,7,7,0.1883,1998,18
CONST_1199,ABC Infrastructure,San Francisco,37.81690289711023,-122.3267116249445,Small,1794108.93,0.2322,326288.44,90225.34,0.0503,7,55,0.2032,1985,5
CONST_1200,Smith & Sons Constructors,San Francisco,37.65572808663827,-122.44820775442285,Medium,42541847.2,0.2815,9455098.5,2522336.56,0.0593,4,25,0.3289,2005,131
CONST_1201,ProfessionalSmith & Associates Construction,Phoenix,33.33425581324593,-112.39903334761956,Small,7103613.64,0.2427,1176698.36,547183.14,0.077,21,23,0.201,1990,19
CONST_1202,Elite Building Associates,Dallas,32.80814746111207,-96.68641141761226,Medium,24419468.87,0.2301,5697391.94,-79231.51,-0.0032,7,49,0.3918,1962,92
CONST_1203,ABC Properties,Chicago,41.697950884230174,-87.6990943230147,Small,7303466.2,0.1727,1638607.84,-376944.26,-0.0516,9,38,0.3734,1965,21
CONST_1204,ABC Construction,Dallas,32.73920803279494,-96.86827848787287,Small,3927027.7,0.1679,519854.76,139577.27,0.0355,11,14,0.2051,1973,10
CONST_1205,ABC Development,Los Angeles,34.20528879349782,-118.19718460051732,Small,9377857.84,0.2561,2236048.59,165973.67,0.0177,3,53,0.168,2015,29
CONST_1206,Jones Works,Houston,29.759238988554497,-95.42336480725277,Medium,27563784.86,0.2473,6723717.07,93413.57,0.0034,8,26,0.2205,2016,78
CONST_1207,Jones Development,New York,40.81182995470996,-74.02292267604706,Small,6918552.54,0.2523,721524.65,1024251.98,0.148,5,25,0.3302,2013,27
CONST_1208,Professional Properties,Miami,25.70130821041138,-80.14350700548225,Large,399596448.09,0.3074,77345207.34,45496295.41,0.1139,10,27,0.2567,1960,1244
CONST_1209,Smith & Sons Builders,Los Angeles,34.11271153345389,-118.13912954919468,Small,6153998.53,0.1827,1332521.32,-208017.03,-0.0338,3,38,0.1913,1994,26
CONST_1210,Smith & Associates Construction,Boston,42.51331049291349,-71.02706275499413,Medium,34722032.33,0.1683,4061569.84,1782507.48,0.0513,5,18,0.1031,1971,118
CONST_1211,Smith & Associates Works,Phoenix,33.49234858279958,-112.14985177963828,Small,8757189.53,0.2162,1216416.3,676628.52,0.0773,14,14,0.3273,1974,23
CONST_1212,Miller Builders,New York,40.663783268462346,-73.96404377877309,Small,8519217.77,0.1683,923658.25,510221.05,0.0599,6,15,0.1768,1968,42
CONST_1213,ABC Construction,Houston,29.915913667805082,-95.24919141126003,Small,1275617.64,0.1688,169435.34,45916.46,0.036,7,25,0.2755,2003,3
CONST_1214,Johnson Constructors,Boston,42.360116050740714,-71.16581176606988,Small,5530636.98,0.2158,1102950.82,90406.48,0.0163,5,5,0.322,1996,24
CONST_1215,Williams Works,Phoenix,33.516761831193634,-112.18704162587767,Large,315740947.86,0.2977,33060272.65,60920694.95,0.1929,4,13,0.1617,2001,866
CONST_1216,Smith & Associates Construction,Seattle,47.7321198447336,-122.30062900576092,Small,2732326.91,0.1699,577898.58,-113554.05,-0.0416,11,19,0.2266,1957,12
CONST_1217,Smith & Associates Works,Seattle,47.691823931959895,-122.38089486491963,Small,2717644.0,0.2011,384383.04,162002.56,0.0596,8,25,0.4007,1961,6
CONST_1218,Premier Infrastructure Enterprises,Dallas,32.72064771934608,-96.85544934327943,Small,1639248.92,0.2485,184939.91,222394.52,0.1357,6,16,0.243,1963,4
CONST_1219,StrategicSmith & Sons Construction,Houston,29.58880609274478,-95.56651064574613,Small,4335967.61,0.2029,476839.45,402942.44,0.0929,8,41,0.4004,1997,11
CONST_1220,Advanced Infrastructure,Seattle,47.68965893681523,-122.13628477730873,Small,9473826.21,0.3408,2200972.07,1027523.09,0.1085,11,25,0.2886,1960,45
CONST_1221,ABC Builders,Los Angeles,33.94065799964698,-118.25259285332758,Medium,20083882.6,0.3396,3629821.02,3190068.17,0.1588,5,31,0.1905,2019,92
CONST_1222,Johnson Building,New York,40.82839820411207,-74.05616466787964,Medium,46379961.72,0.171,11530516.04,-3599631.87,-0.0776,6,7,0.398,2007,164
CONST_1223,United Development Enterprises,Seattle,47.737887983846846,-122.18489869411934,Small,8845380.2,0.2527,1664838.05,570698.74,0.0645,4,58,0.213,2010,39
CONST_1224,Jones Properties,Dallas,32.9830024090213,-96.8393109435793,Small,9537248.26,0.1927,2120976.71,-283028.78,-0.0297,3,10,0.258,2007,26
CONST_1225,ABC Works,Miami,25.951098851803035,-80.21979661328065,Small,9952211.17,0.2414,1096734.09,1305969.68,0.1312,7,11,0.1579,1986,49
CONST_1226,Miller Building,Dallas,32.776106357353115,-96.77375163774866,Small,4561043.43,0.2093,983764.99,-29187.4,-0.0064,8,35,0.1858,2015,11
CONST_1227,Smith & Sons Construction,Houston,29.893218671470176,-95.38544963905717,Small,9063990.57,0.2882,1258529.75,1354148.15,0.1494,11,14,0.4077,1986,44
CONST_1228,ABC Properties,San Francisco,37.81143962082362,-122.33840669848831,Small,5827348.21,0.2463,1021094.55,414252.37,0.0711,4,10,0.2885,1967,22
CONST_1229,Jones Infrastructure,Houston,29.85173910908022,-95.19601124837094,Small,4150901.24,0.2142,568861.62,320376.86,0.0772,4,19,0.1376,1993,12
CONST_1230,Smith & Associates Infrastructure,Chicago,41.97276199491173,-87.74042836244035,Medium,25632022.14,0.2606,5547963.99,1130468.78,0.0441,4,27,0.1483,1967,110
CONST_1231,Smith & Associates Infrastructure,Chicago,41.81441117880788,-87.30551679282318,Medium,46652594.98,0.1715,6022711.54,1978640.15,0.0424,16,36,0.1027,1972,222
CONST_1232,Elite Construction Corp,Phoenix,33.416213293099084,-112.00411729146637,Medium,24530057.88,0.1949,5942168.52,-1161286.3,-0.0473,5,23,0.2048,2001,78
CONST_1233,Smith & Associates Construction,Boston,42.256111930134765,-71.03208586339028,Medium,20134351.29,0.195,2195687.77,1731001.76,0.086,5,14,0.2319,1985,90
CONST_1234,ABC Constructors,Dallas,32.991016151802185,-96.6057821952337,Small,5012396.04,0.218,852852.76,240020.95,0.0479,4,60,0.2872,2017,20
CONST_1235,Premier Construction Partners,Miami,25.789445325765595,-80.30241324290856,Small,1616561.25,0.3294,210241.98,322296.4,0.1994,4,42,0.1785,1961,5
CONST_1236,Strategic Development Partners,Houston,29.58925173447588,-95.36846789804767,Small,5136505.05,0.2074,786499.57,278811.76,0.0543,24,34,0.0934,1980,17
CONST_1237,ABC Properties,Miami,25.545996327477667,-80.10044189183907,Small,1693202.38,0.3077,378467.06,142615.79,0.0842,9,29,0.3077,1952,5
CONST_1238,ABC Construction,Dallas,32.54769031383449,-96.73687632118482,Small,6637289.88,0.211,1278924.38,121537.84,0.0183,18,17,0.218,1964,21
CONST_1239,Smith & Associates Works,Seattle,47.6875892813539,-122.38330231283285,Medium,43433330.44,0.1868,8340616.96,-225280.45,-0.0052,8,7,0.3021,1973,203
CONST_1240,ABC Building,San Francisco,37.71983073314997,-122.55242923563146,Medium,39490787.33,0.3304,5349445.5,7698216.6,0.1949,6,26,0.0731,2007,142
CONST_1241,Modern Construction,Miami,25.93974527512924,-80.06165976096923,Small,6475629.05,0.3006,1361132.73,585440.68,0.0904,1,64,0.2381,1992,24
CONST_1242,Modern Construction Partners,Chicago,42.07393698067844,-87.47902923006866,Small,2531931.71,0.1544,381175.91,9866.08,0.0039,6,30,0.2004,1976,8
CONST_1243,United Infrastructure Inc,Seattle,47.73615007670066,-122.38110578507866,Small,3987924.07,0.3295,669695.03,644315.2,0.1616,7,40,0.2289,1993,16
CONST_1244,ABC Works,Houston,29.620501787803835,-95.20261641412556,Medium,24471101.38,0.1873,3665710.03,917067.67,0.0375,9,134,0.0862,1964,115
CONST_1245,ABC Works,Miami,25.72176699770998,-80.3877181608736,Large,325697561.22,0.3102,52463013.84,48560993.94,0.1491,6,10,0.2297,2003,1344
CONST_1246,ABC Building,Houston,29.664375793159586,-95.44598450969781,Small,3106833.73,0.1883,764186.99,-179287.87,-0.0577,6,46,0.2088,2009,10
CONST_1247,ABC Properties,San Francisco,37.83843644611714,-122.29235666443351,Large,319638690.96,0.2771,66161358.88,22420180.02,0.0701,9,15,0.2748,1996,1065
CONST_1248,Johnson Builders,Houston,29.84846094692798,-95.47842365001841,Medium,13330835.25,0.2769,3048917.84,641822.32,0.0481,3,5,0.4044,1967,34
CONST_1249,ProfessionalSmith & Associates Construction,Chicago,41.838720314383856,-87.6231030159931,Small,1127712.7,0.2377,236066.98,31983.19,0.0284,6,26,0.1518,1956,2
CONST_1250,ABC Building,Phoenix,33.53406651198694,-112.05459789954942,Small,5913947.22,0.1651,845454.86,131057.98,0.0222,22,22,0.1152,1979,15
CONST_1251,Strategic Constructors,Chicago,41.921401912510056,-87.7664167285308,Small,2466750.39,0.2568,352407.0,281162.59,0.114,9,12,0.2225,1972,11
CONST_1252,Premier Builders,Chicago,41.71916507744338,-87.68901599665712,Small,6235975.54,0.3254,734757.61,1294293.73,0.2076,5,31,0.2379,1957,20
CONST_1253,Professional Properties,Los Angeles,34.03320185765029,-118.24022455217082,Medium,33241532.97,0.2073,6984620.99,-92741.37,-0.0028,7,38,0.4809,1997,87
CONST_1254,Advanced Properties Associates,Chicago,41.76641925635605,-87.4608088005068,Medium,42349611.7,0.3138,7873435.91,5416143.45,0.1279,3,26,0.1225,1966,112
CONST_1255,Reliable Construction,San Francisco,38.09650201680212,-122.50685747261079,Small,8801054.0,0.2025,1107616.09,674660.17,0.0767,9,26,0.2648,1984,22
CONST_1256,Modern Builders Inc,Phoenix,33.41773123636232,-111.92510549398837,Small,3947287.48,0.2388,664240.88,278422.48,0.0705,7,41,0.1395,2005,16
CONST_1257,Innovative Properties,San Francisco,37.832699874373446,-122.31660757191723,Medium,45739281.53,0.2486,7023229.13,4348248.35,0.0951,6,15,0.2206,2000,209
CONST_1258,ReliableSmith & Associates Construction,Boston,42.314533750198635,-70.98519771444437,Small,7956401.86,0.2933,1524758.04,808527.35,0.1016,6,38,0.1803,1992,38
CONST_1259,Modern Building,Chicago,41.97487240966737,-87.76763539764711,Small,5895366.06,0.3102,1233841.59,594886.12,0.1009,6,15,0.3313,2012,20
CONST_1260,Advanced Development,Chicago,41.91805933296879,-87.83974144966729,Small,9214498.75,0.2639,1209779.21,1222048.48,0.1326,8,9,0.166,1967,25
CONST_1261,Strategic Development,New York,40.88333290328976,-73.92150940773783,Medium,48778541.18,0.2939,8893247.38,5440535.57,0.1115,11,27,0.288,1993,202
CONST_1262,Modern Builders Group,Houston,29.707745259302804,-95.34169646936533,Small,6559355.99,0.2537,1404947.64,258970.48,0.0395,4,17,0.5433,1972,28
CONST_1263,United Properties,San Francisco,37.84069379074831,-122.37530558128059,Small,4866412.73,0.293,583498.91,842201.57,0.1731,6,21,0.1311,2018,16
